firstname;lastname;email;username;phone;gender;address;postcode;month;day;year;plainPassword
;Ferland;@rhyta.com;GenevieveFerland;0634482103;m;58,rue du Gue Jacquet CHÂTILLON;92320;5;1;1941;cGTsSfnzaVP4
;Ferland;@rhyta.com;JulesFerland;0691729162;m;70,rue Pierre Motte SAINT-DIÉ;88100;1;4;1994;9JSIqALajThO
;Lépicier;@teleworm.us;GalateeLepicier;0600491090;f;15,rue Léon Dierx LIVRY-GARGAN;93190;9;15;1986;tcNwOSqg6W0I
;Bonnet;@jourrapide.com;RoydenBonnet;0669537312;m;89,rue des Lacs HÉNIN-BEAUMONT;62110;6;23;1921;ea3Ft6rS8cTm
;Durepos;@rhyta.com;LaureDurepos;0603149483;m;4,rue Pierre Motte SAINTE-ANNE;97180;6;28;1965;Yl8QfE0tOm3T
;Reault;@rhyta.com;NicolasReault;0655863646;f;89,rue du Gue Jacquet CHÂTILLON;92320;11;25;1989;4KwJ0o3m1Cip
;Boncoeur;@teleworm.us;DamianeBoncoeur;0633314349;m;19,place Stanislas NANTES;44100;7;15;1929;1DkICKFnX5EM
;Brunault;@dayrep.com;FlorismartBrunault;0663213477;f;42,rue Nationale PARIS;75007;10;16;1999;RHPqNSuUyEsj
;Tessier;@armyspy.com;LauretteTessier;0669761768;m;81,Rue St Ferréol MEUDON;92190;2;25;1995;pTP5ODoB4dMc
;Bernier;@dayrep.com;GuerinBernier;0633817400;m;82,Avenue De Marlioz ANTIBES;06600;2;2;1960;TNqbOSXu0rxM
;Goddu;@teleworm.us;CheneyGoddu;0618368195;m;85,Rue Marie De Médicis CARCASSONNE;11000;2;25;1935;zkKXmrHqiTjo
;Paradis;@rhyta.com;OnfroiParadis;0644343138;f;24,Chemin des Bateliers ALENÇON;61000;2;5;1979;2pEsJ637tw0I
;Beaudouin;@armyspy.com;OrvaBeaudouin;0646830285;f;13,Avenue des Pr'es MONTPELLIER;34000;9;12;1934;1X2AdsF8GrW7
;Lapresse;@jourrapide.com;MaryseLapresse;0690062275;m;22,rue de l'Epeule ROUEN;76100;9;2;1936;yG3disAjfp57
;Caisse;@jourrapide.com;PierpontCaisse;0609602884;f;45,Chemin Du Lavarin Sud CAEN;14000;8;25;1967;Z9xJ815crapU
;Busque;@armyspy.com;FaunaBusque;0627635326;m;88,rue Adolphe Wurtz LE ROBERT;97231;10;2;1999;JIFAp1slV2BS
;Robert;@armyspy.com;TristanRobert;0677502383;m;36,rue Bonneterie MILLAU;12100;7;26;1923;N9Xtg6DbEwuL
;Vachon;@rhyta.com;BruceVachon;0623494688;m;47,boulevard Bryas CRÉTEIL;94000;4;15;1927;8x12U0X4Aftk
;Dufour;@teleworm.us;JacquelineDufour;0671072836;m;27,rue de Lille AUBAGNE;13400;11;28;1987;OR6Vvo0YzcJw
;Faure;@armyspy.com;SophieFaure;0642653881;m;21,rue Gustave Eiffel ROANNE;42300;1;23;1939;0ESC4TeYrzDq
;Langelier;@armyspy.com;RayLangelier;0647502575;f;79,rue des six frères Ruellan SARREGUEMINES;57200;9;21;1993;MRLod2nFPzVE
;Martel;@jourrapide.com;EugeniaMartel;0645475616;f;94,rue Banaudon LYON;69007;1;7;1942;Y4gGfJtOjXBx
;Barrette;@rhyta.com;SomerBarrette;0668879977;m;51,rue des lieutemants Thomazo DOUAI;59500;2;20;1986;dLZ00zijvDu2
;Poulin;@teleworm.us;LeggetPoulin;0654705321;m;72,rue Pierre De Coubertin TOULOUSE;31300;11;19;1964;ZJtECi0HcuKs
;Bonenfant;@jourrapide.com;ArianneBonenfant;0694700209;m;61,place de Miremont VILLEPARISIS;77270;10;3;1985;DrwU4CsZBOMX
;Dandonneau;@teleworm.us;CharlotteDandonneau;0660816216;m;92,rue Pierre Motte SAINTE-ANNE;97180;7;28;1983;bYoRA6TJB5C0
;Auger;@armyspy.com;AgatheAuger;0615579246;f;98,Rue Frédéric Chopin VESOUL;70000;1;11;1947;wJoc7p4OY9DQ
;Covillon;@armyspy.com;DelmarCovillon;0664290663;m;42,boulevard Bryas CREIL;60100;11;25;1965;haCOBJg2e4uK
;Busson;@dayrep.com;ErmengardiBusson;0646746293;m;51,Avenue De Marlioz ARLES;13200;3;10;1977;Hwb6Ez7tmd3Q
;Beauchemin;@rhyta.com;PhilipBeauchemin;0691839440;m;70,rue de Penthièvre PONTOISE;95000;6;28;1997;JvQMXRhb7DrT
;Beaulieu;@rhyta.com;SydneyBeaulieu;0624224372;f;3,boulevard Albin Durand CERGY;95800;5;13;1967;ewB64GN3cmdM
;Lacasse;@teleworm.us;LeroyLacasse;0659866978;m;6,Chemin Challet LILLE;59000;9;24;1968;ZWYuP43VAIq2
;Brochu;@armyspy.com;FanchonBrochu;0628745128;m;32,rue Isambard FRÉJUS;83600;5;9;1990;68kdr1UAyDIJ
;Parizeau;@dayrep.com;AvelaineParizeau;0674131111;m;1,Place Napoléon LAON;02000;12;23;1997;5PrutOWk79BV
;Chesnay;@armyspy.com;HuonChesnay;0668740260;f;36,Rue Joseph Vernet BAR-LE-DUC;55000;9;11;1957;yp56mhCwV9rz
;Lemaître;@teleworm.us;HilaireLemaitre;0630538045;f;52,rue de Groussay RODEZ;12000;12;3;1953;3QRAkW2eEP0m
;Simard;@teleworm.us;VailSimard;0658231536;f;80,boulevard Aristide Briand LE CREUSOT;71200;9;22;1926;xaZ10KldEPmt
;Ducharme;@rhyta.com;MatthieuDucharme;0641644325;m;51,rue Pierre De Coubertin TOULOUSE;31300;8;23;1970;CplD0NdVtIWM
;Doucet;@jourrapide.com;LeoneDoucet;0680618688;m;64,Chemin Des Bateliers ANNECY;74000;4;6;1942;l1UIRVgKrQ3Z
;Boncoeur;@teleworm.us;OrvilleBoncoeur;0622986453;f;87,rue du Paillle en queue LEVALLOIS-PERRET;92300;7;19;1940;4V0FzlY06Rms
;Ailleboust;@armyspy.com;CorinneAilleboust;0660744095;m;80,rue Pierre Motte SAINT-DIÉ;88100;7;18;1925;ymLHskTp0jv9
;Huppé;@rhyta.com;SlainieHuppe;0684190638;f;1,rue Nationale PARIS;75006;3;19;1959;T6wduLgkUmF5
;Brunault;@armyspy.com;ArberBrunault;0665669994;m;63,rue Gustave Eiffel RIS-ORANGIS;91000;5;9;1964;i0veIGbXrdKB
;Lajoie;@dayrep.com;AyaLajoie;0667237230;m;20,rue Marguerite VINCENNES;94300;6;14;1940;cpjzT97bJqmg
;Majory;@armyspy.com;HenrietteMajory;0670306534;m;93,Rue Frédéric Chopin VESOUL;70000;1;4;1945;RMzpgwUQfe4i
;Sirois;@armyspy.com;CurtisSirois;0677861461;f;91,rue Clement Marot PIERREFITTE-SUR-SEINE;93380;12;18;1939;RMDZBpivdUY9
;Chevrette;@armyspy.com;MillicentChevrette;0622695599;f;3,Boulevard de Normandie FONTENAY-SOUS-BOIS;94120;3;9;1982;c07BDrJbv9ip
;Bernier;@armyspy.com;MerleBernier;0636795593;f;33,rue du Gue Jacquet CHÂTILLON;92320;9;11;1961;RBVNmTCb4Ioj
;Laboissonnière;@rhyta.com;MarlonLaboissonniere;0687747733;f;65,rue Saint Germain GIF-SUR-YVETTE;91190;9;24;1933;vkPd3ZL4e8DT
;Quirion;@jourrapide.com;BerangariaQuirion;0670647103;f;11,rue Bonneterie MONTBÉLIARD;25200;8;26;1935;sQeSfPCcq2rT
;Guibord;@dayrep.com;HamiltonGuibord;0649440837;f;93,rue Gustave Eiffel REZÉ;44400;2;4;1934;nkyh0ToU2Gei
;Lanctot;@dayrep.com;CampbellLanctot;0612818508;f;70,rue Isambard FOUGÈRES;35300;4;27;1964;BpGu0LEXlwSd
;Laramée;@jourrapide.com;ReneeLaramee;0677841249;m;57,Place Napoléon LE BLANC-MESNIL;93150;6;6;1966;0hWjE2F1cyxL
;Carrière;@teleworm.us;WyattCarriere;0677142795;m;32,Rue Bonnet VITRY-SUR-SEINE;94400;2;14;1938;NseIxV2BCqEH
;Blanchard;@teleworm.us;CrescentBlanchard;0633709582;f;27,rue Gontier-Patin AGDE;34300;7;7;1992;rSLh6tbWVOIq
;Dagenais;@rhyta.com;PaulineDagenais;0657114214;m;38,Quai des Belges MASSY;91300;9;13;1973;FkUES9WpvPqn
;Vadeboncoeur;@teleworm.us;AugusteVadeboncoeur;0613463953;f;42,route de Lyon ILLKIRCH-GRAFFENSTADEN;67400;8;6;1920;0zVCcr1RwOPi
;Guertin;@rhyta.com;RiveGuertin;0668596230;m;9,rue Reine Elisabeth MELUN;77000;2;22;1952;v8Lk7n4pUd6u
;Lafond;@teleworm.us;ThereseLafond;0653635905;f;68,rue Pierre Motte SAINT-DENIS;97400;11;8;1920;gIzew8h5AXKJ
;Pitre;@armyspy.com;SimonePitre;0637261245;m;71,Boulevard de Normandie FONTENAY-SOUS-BOIS;94120;4;15;1986;sdMHRQjEGP6v
;Bélanger;@teleworm.us;AmelieBelanger;0698940307;m;50,rue des Chaligny NEVERS;58000;7;25;1958;opnSeIGzsBuM
;Lalonde;@dayrep.com;LoyalLalonde;0639438610;f;93,boulevard de la Liberation MARSEILLE;13014;4;11;1946;H9vCmG0dIpSE
;Maheu;@teleworm.us;HughMaheu;0671424012;f;42,Rue Hubert de Lisle LORIENT;56100;10;19;1950;S04aZhgUEeKG
;Achin;@armyspy.com;BriceAchin;0615783443;f;57,boulevard de la Liberation MARSEILLE;13014;6;1;1925;2FiPCH6xL0Ij
;Rossignol;@armyspy.com;MadeleneRossignol;0689830874;f;77,boulevard Aristide Briand LE GRAND-QUEVILLY;76120;1;7;1994;I7q94UdizOuR
;Givry;@teleworm.us;YvetteGivry;0672071709;f;63,boulevard de la Liberation MARSEILLE;13011;7;27;1947;2uCDnj6PMKEr
;Séguin;@rhyta.com;AlaineSeguin;0674738499;f;6,Place du Jeu de Paume VIERZON;18100;6;9;1989;vbjwBo6p3yRE
;Echeverri;@rhyta.com;PauletteEcheverri;0687636629;m;75,rue Banaudon LYON;69007;11;28;1920;16ZPvxViXu0d
;Bourassa;@armyspy.com;ChristineBourassa;0634357258;f;7,avenue Ferdinand de Lesseps GRENOBLE;38100;2;1;1955;DJKsNxVzgqnm
;Viens;@dayrep.com;VickViens;0638705424;m;37,Avenue des Pr'es MONTIGNY-LE-BRETONNEUX;78180;10;19;1958;pM9x0jmOPDQ4
;Meunier;@teleworm.us;RaoulMeunier;0628446186;f;83,boulevard de Prague NOGENT-SUR-MARNE;94130;9;6;1925;Z3uv1F4mKDJs
;Dionne;@armyspy.com;AllyrianeDionne;0693026685;f;67,cours Jean Jaures BORDEAUX;33200;4;20;1960;JuaMAdiGtHyz
;Gamelin;@armyspy.com;JewelGamelin;0660839271;m;28,Avenue Millies Lacroix ÉCHIROLLES;38130;5;16;1921;ibWheC4OJpo3
;Marseau;@dayrep.com;AstolphoMarseau;0640279764;m;3,avenue Jean Portalis TOURS;37200;8;20;1931;TWJ8QypxPhul
;Tessier;@teleworm.us;CarolineTessier;0603174382;f;9,rue des Coudriers MULHOUSE;68100;1;15;1959;aWJFLpZ1hSRz
;Lachance;@teleworm.us;AgricanLachance;0614033312;m;32,boulevard Albin Durand CHAMBÉRY;73000;8;9;1991;M92esI5LaWBi
;Camus;@jourrapide.com;AlfredCamus;0656225696;m;42,rue Pierre Motte SAINT-DENIS;97400;10;5;1985;mTrQDpSzAx9L
;De;@teleworm.us;FlorusDeLaVergne;0658350351;m;37,rue Gouin de Beauchesne SAINT-MICHEL-SUR-ORGE;91240;10;6;1933;vfJUG1sDVdqe
;Lafond;@dayrep.com;PomeroyLafond;0683457558;f;5,rue du Faubourg National TARBES;65000;1;25;1960;LOwKEt7BkR8l
;Jalbert;@rhyta.com;BurnellJalbert;0692377562;m;59,rue Jean Vilar BELFORT;90000;6;21;1987;HUgShv5rIzLs
;Grignon;@dayrep.com;WilliamGrignon;0667448978;f;52,rue du Clair Bocage LA ROCHE-SUR-YON;85000;1;12;1955;x9lQMNL7ZdJX
;Migneault;@armyspy.com;SidneyMigneault;0689049236;m;32,quai Saint-Nicolas TOURNEFEUILLE;31170;2;11;1991;Ynq9TMGKyxfS
;Querry;@armyspy.com;XarlesQuerry;0669175217;f;18,Place du Jeu de Paume VILLEJUIF;94800;9;8;1946;UWPz5e7yCIGc
;Casgrain;@armyspy.com;EdmeeCasgrain;0649342056;f;18,rue Victor Hugo CORBEIL-ESSONNES;91100;3;24;1959;N0UIyD2ASdkZ
;Baril;@jourrapide.com;VardenBaril;0647125582;f;21,Square de la Couronne PANTIN;93500;3;15;1956;iOTrwx6fEY7G
;Rivard;@teleworm.us;DelphineRivard;0619132943;f;50,Chemin des Bateliers AJACCIO;20090;1;14;1967;TXU4QatSdyBn
;Lamontagne;@jourrapide.com;HenriLamontagne;0616513167;m;59,boulevard Amiral Courbet OULLINS;69600;9;6;1998;jmMDNkR6nEhZ
;Deblois;@armyspy.com;MerlinDeblois;0693683676;f;44,rue Pierre De Coubertin TOULOUSE;31000;7;26;1970;UWBtnylauLXK
;Dennis;@armyspy.com;EsmeraudeDennis;0607914555;m;59,place de Miremont VILLEPARISIS;77270;5;27;1968;wGV0KJpIF6vl
;Marois;@rhyta.com;AmabellaMarois;0633623888;m;41,rue du Fossé des Tanneurs THONON-LES-BAINS;74200;5;25;1936;A9BTdsELztSV
;Louis;@armyspy.com;VincentLouis;0682652689;f;99,rue Bonneterie MONS-EN-BAROEUL;59370;2;17;1942;nOjpmK93rUX6
;de;@rhyta.com;SabinedeChateaub;0680630474;f;96,rue Beauvau MARSEILLE;13003;6;28;1937;rJKuzR3Is7WT
;Lagrange;@rhyta.com;FaymeLagrange;0617433598;f;58,rue Marie de Médicis BLAGNAC;31700;5;20;1999;TFl7yLcxn5IJ
;Lazure;@armyspy.com;SidneyLazure;0687906500;m;19,rue du Faubourg National THIAIS;94320;1;23;1984;bJOiQ1EGNXSs
;Lamarre;@armyspy.com;SebastienLamarre;0694842382;f;71,rue du Paillle en queue L'HAŸ-LES-ROSES;94240;8;12;1928;PyqgmDz23dtU
;CinqMars;@rhyta.com;VerneyCinqMars;0680115212;m;52,rue Léon Dierx LISIEUX;14100;10;21;1978;bdAmzI5NxpUj
;de;@rhyta.com;AstriddeLaunay;0663312851;f;96,Avenue De Marlioz ARGENTEUIL;95100;10;15;1958;ru3Xlcb7RzOi
;Bédard;@armyspy.com;AdelaideBedard;0603006449;m;54,Quai des Belges MASSY;91300;4;4;1984;TOMJSn4FaZC0
;Boulanger;@dayrep.com;PenelopeBoulanger;0687263157;f;43,Place de la Madeleine PARIS;75009;4;5;1941;HXyu09JP8CNK
;Blondlot;@teleworm.us;CeriseBlondlot;0609306499;f;70,Rue de Strasbourg CLICHY-SOUS-BOIS;93390;7;18;1920;FwguiEmxXSDK
;Deblois;@dayrep.com;MelisandeDeblois;0684331096;m;91,rue du Paillle en queue LEVALLOIS-PERRET;92300;12;16;1936;EhVO7l0qXtJI
;Allaire;@jourrapide.com;EleanorAllaire;0630876944;m;52,Rue Joseph Vernet BAGNOLET;93170;1;28;1946;WT4o0Dw3vSql
;Clément;@dayrep.com;GermainClement;0671316576;m;71,Rue du Limas BASSE-TERRE;97100;6;25;1922;scZtvdOnXq6p
;Daigneault;@teleworm.us;FaymeDaigneault;0666230349;f;8,rue des lieutemants Thomazo DIGNE-LES-BAINS;04000;2;13;1997;sSp1chotMq2g
;Chatigny;@armyspy.com;TraversChatigny;0666203793;f;98,rue Ernest Renan CHERBOURG;50100;1;3;1939;zhETqrf9sgMD
;Galarneau;@teleworm.us;SavilleGalarneau;0693835356;m;97,rue de la République LYON;69003;3;1;1939;0nupLwjF3Axz
;Beaudry;@rhyta.com;BerangariaBeaudry;0680650557;m;55,rue du Clair Bocage LA VARENNE-SAINT-HILAIRE;94210;12;1;1948;dfUJo8jrT0bQ
;Bergeron;@rhyta.com;MasonBergeron;0655407201;f;81,rue du Fossé des Tanneurs TOULON;83200;3;23;1996;8aZdHEcwg6BC
;Giroux;@jourrapide.com;LucilleGiroux;0637355012;f;86,rue du Faubourg National THIONVILLE;57100;7;12;1945;hOwmzPvdapn3
;Lemaître;@armyspy.com;ArienneLemaitre;0612780312;f;23,rue du Gue Jacquet CHÂTENAY-MALABRY;92290;11;17;1938;opcG49vUqKfH
;Trépanier;@rhyta.com;LouiseTrepanier;0620851689;m;43,Boulevard de Normandie FORT-DE-FRANCE;97200;1;10;1990;61G0Hs20Sbt9
;Frappier;@dayrep.com;ComforteFrappier;0612167083;f;41,avenue de Bouvines SCHOELCHER;97233;8;2;1960;vM9X154Eh2Yj
;Boisclair;@teleworm.us;TysonBoisclair;0621842211;m;16,rue de l'Epeule ROUEN;76000;1;27;1941;65pJwEaKM7mj
;Carrière;@rhyta.com;AngeliqueCarriere;0676838561;f;79,rue de Groussay ROSNY-SOUS-BOIS;93110;10;8;1933;i0u671LgAxPt
;Deslauriers;@armyspy.com;OctaveDeslauriers;0687920214;m;44,rue Gustave Eiffel RILLIEUX-LA-PAPE;69140;12;1;1985;M3usTZAaPUne
;Jomphe;@rhyta.com;DominicJomphe;0638204810;f;62,rue Marguerite VINCENNES;94300;2;25;1982;zjNMHqB0KZ9D
;Sylvain;@dayrep.com;DominiqueSylvain;0639295851;m;66,rue de la Boétie PLAISIR;78370;7;21;1974;V4AL9twCjNUy
;Guilmette;@dayrep.com;EmileGuilmette;0605099309;m;11,rue Gontier-Patin AGDE;34300;3;18;1996;jbBvA5WMJngU
;Bouchard;@rhyta.com;JayBouchard;0681057674;m;68,rue des Dunes SAINT-MARTIN;97150;8;21;1969;A8Bro4sUnpGj
;L'Hiver;@armyspy.com;AudreyLHiver;0606662853;f;29,Place du Jeu de Paume VILLEJUIF;94800;2;15;1948;rAcGy8YlvpLi
;Tétrault;@armyspy.com;LorraineTetrault;0648406730;m;65,rue de Groussay ROMANS-SUR-ISÈRE;26100;1;22;1921;WJM7f1t2dhsp
;Lamoureux;@teleworm.us;XavierLamoureux;0652385386;f;21,rue des Dunes SAINT-MAUR-DES-FOSSÈS;94100;12;27;1993;AiUdrI2owZ75
;Carrière;@dayrep.com;AmabellaCarriere;0653635767;f;38,cours Franklin Roosevelt MARSEILLE;13008;3;21;1987;CDbUaf2hMYIe
;Bossé;@jourrapide.com;RichardBosse;0642306898;f;29,boulevard Albin Durand CHÂLONS-EN-CHAMPAGNE;51000;10;17;1952;AQ5WKcswE206
;Vadeboncoeur;@armyspy.com;TurnerVadeboncoeur;0698055299;m;98,rue Nationale PARIS;75005;8;28;1974;C8iDjHfNWwmQ
;Bouvier;@jourrapide.com;HortenseBouvier;0679437133;f;56,place Maurice-Charretier CHAMPS-SUR-MARNE;77420;9;27;1952;Lr09dKy2WcuI
;Hervé;@armyspy.com;FrederiqueHerve;0688457779;f;91,Rue de Verdun MONT-DE-MARSAN;40000;7;10;1959;MthFVRwq1W9H
;Gingras;@teleworm.us;CharlotGingras;0648055246;m;1,cours Jean Jaures BORDEAUX;33300;5;14;1953;Ch8toplW3jOq
;Marier;@teleworm.us;BlanchefleMarier;0632401789;f;82,rue Marie de Médicis BÉZIERS;34500;10;22;1966;hjKTlu0t2JmU
;David;@rhyta.com;ParnellaDavid;0686751071;f;64,rue du Président Roosevelt SARTROUVILLE;78500;8;27;1977;vdoKOMAalIrX
;Brousseau;@teleworm.us;AlexandrieBrousseau;0669812900;f;1,avenue de l'Amandier BOIS-COLOMBES;92270;12;23;1957;TrVJM9cLlBK0
;Chenard;@rhyta.com;AviceChenard;0613187939;f;90,avenue de l'Amandier BOIS-COLOMBES;92270;7;11;1951;kWa3sA2Pbrfw
;Pelletier;@dayrep.com;AurorePelletier;0688405898;f;30,Place du Jeu de Paume VIERZON;18100;3;2;1923;Ul0etAwDPc7k
;Panetier;@armyspy.com;AlainePanetier;0699439337;f;79,rue des Dunes SAINT-MAUR-DES-FOSSÈS;94100;10;21;1998;00NQRlBi41P3
;Aucoin;@armyspy.com;DanielAucoin;0639351248;f;2,rue Cazade DUNKERQUE;59140;2;22;1996;86rX4YEauR50
;Lejeune;@jourrapide.com;AviceLejeune;0665719055;f;99,rue du Paillle en queue LEVALLOIS-PERRET;92300;11;5;1985;ryBmnbwKhZGl
;Bélair;@rhyta.com;RosemarieBelair;0628713054;m;18,Rue du Palais ÉTAMPES;91150;7;24;1925;ghxNq8VYTu0A
;Lafontaine;@teleworm.us;FifineLafontaine;0684775482;f;55,avenue de Bouvines SEDAN;08200;3;2;1959;YTzn6FyJc03t
;Goddu;@dayrep.com;ArthurGoddu;0679780595;m;57,rue du Fossé des Tanneurs TOULON;83100;10;28;1991;tUczCHdx7pOi
;Sorel;@armyspy.com;GuySorel;0675319516;f;4,rue des Nations Unies SAINT-BENOÎT;97470;9;25;1982;rBZkCe02EUiP
;Austin;@armyspy.com;AmberAustin;0640498966;f;38,rue Charles Corbeau ÉVREUX;27000;3;19;1995;I5TQ80wNoCaV
;Angélil;@rhyta.com;NadineAngelil;0610881279;f;88,rue de la Boétie POITIERS;86000;11;4;1993;1Uu8aPS6GheD
;Sylvain;@armyspy.com;ErnestSylvain;0652080183;f;70,rue du Clair Bocage LA ROCHE-SUR-YON;85000;8;17;1938;ONTzW0DrSKQB
;Aubé;@armyspy.com;WarraneAube;0620733517;f;69,rue de Groussay ROCHEFORT;17300;7;1;1932;IF5H6kwjQKz2
;Beauchemin;@dayrep.com;RolandBeauchemin;0688301986;f;88,rue Sébastopol SAINT-ÉTIENNE;42000;6;7;1940;RDbZjygnK6kA
;Audet;@dayrep.com;OrsonAudet;0636105658;f;26,Quai des Belges MARTIGUES;13500;11;9;1966;zZXybNcfBA5I
;Charlesbois;@armyspy.com;FavorCharlesbois;0613244761;f;21,rue de la Hulotais SAINT-RAPHAËL;83700;8;18;1952;7pZn5yCkirtg
;Forest;@armyspy.com;AmelieForest;0636195687;f;11,avenue de Bouvines SEVRAN;93270;9;6;1967;AMQV9DEhSsLf
;Brousseau;@jourrapide.com;ChanningBrousseau;0604241222;f;25,avenue Ferdinand de Lesseps GRANDE-SYNTHE;59760;1;21;1945;NsjOCv2FSY0R
;Camus;@dayrep.com;BertrandCamus;0677265578;m;5,Avenue De Marlioz ANTIBES;06600;1;12;1926;l9KSWDO0hqZy
;Paiement;@rhyta.com;RainaPaiement;0618576992;f;3,rue du Paillle en queue LIBOURNE;33500;9;27;1941;5O0zF1lcgVsj
;Gosselin;@armyspy.com;FlordelisGosselin;0667781372;f;34,Avenue De Marlioz ARGENTEUIL;95100;5;15;1997;4vqD3EzbgrNG
;Tollmache;@dayrep.com;AnastasieTollmache;0644998414;f;8,rue Clement Marot PIERREFITTE-SUR-SEINE;93380;9;11;1971;k0EUQVvlqG2H
;Deschênes;@jourrapide.com;MedoroDeschenes;0641569204;f;31,Rue Joseph Vernet AVIGNON;84000;1;4;1928;wcFWXtsaSM5Q
;Goulet;@dayrep.com;SeniorGoulet;0623411587;m;21,rue des Dunes SAINT-MALO;35400;10;22;1935;hubYJL0PlW2T
;Faubert;@teleworm.us;ChristopheFaubert;0639895538;f;30,place Stanislas NANTES;44000;4;26;1932;FvsyXruOW6Yb
;Bonami;@armyspy.com;ElisabethBonami;0676752300;f;98,rue Gontier-Patin AIX-EN-PROVENCE;13090;11;19;1985;E6zUrCuPpZGR
;Parmentier;@dayrep.com;FletcherParmentier;0655185044;f;5,rue de Penthièvre QUIMPER;29000;6;17;1924;B7lrb3WcFTm8
;Chastain;@dayrep.com;MerciChastain;0666481688;f;68,rue Isambard FORT-DE-FRANCE;97234;4;1;1920;DR0hS8mnglOv
;Marseau;@dayrep.com;IgnaceMarseau;0611106859;m;77,rue des lieutemants Thomazo DOUAI;59500;7;22;1922;0AtWKOEQI9l6
;Panetier;@dayrep.com;LatimerPanetier;0654911999;m;87,Rue Frédéric Chopin VERSAILLES;78000;5;5;1972;tdR9iBuP2eYO
;Bureau;@teleworm.us;GemmaBureau;0623984393;f;38,rue Pierre Motte SAINTE-FOY-LÈS-LYON;69110;6;8;1952;Npb2ui5R0odX
;Lepage;@armyspy.com;OdeletteLepage;0642942522;m;52,Place du Jeu de Paume VIERZON;18100;1;25;1982;rpCmkUYKh5Tu
;Metivier;@dayrep.com;AvrilMetivier;0678566710;f;41,quai Saint-Nicolas TOURS;37000;11;13;1986;ktNiyhb0A7Pl
;Thériault;@armyspy.com;FaymeTheriault;0607698387;f;38,avenue de Provence VALENCIENNES;59300;5;25;1969;iw10D72OFuaT
;Varieur;@dayrep.com;ApollineVarieur;0632321648;f;79,cours Jean Jaures BORDEAUX;33200;6;25;1962;kHRAjwd9vebc
;Loiselle;@armyspy.com;XavierLoiselle;0679413394;f;22,rue de Groussay ROCHEFORT;17300;9;25;1922;uYwLn3V4Z1zm
;Dandonneau;@jourrapide.com;RangerDandonneau;0632847598;f;40,rue Beauvau MARSEILLE;13002;3;3;1937;byvlDEgV4Map
;Hervieux;@rhyta.com;HenryHervieux;0691299967;m;38,boulevard d'Alsace VÉLIZY-VILLACOUBLAY;78140;12;27;1996;4rw5lXOav0Te
;Dumoulin;@rhyta.com;SatordiDumoulin;0681612995;f;24,rue des Nations Unies SAINT-BENOÎT;97470;3;22;1930;0MvaT8d4x63P
;Ferland;@rhyta.com;RoslynFerland;0621553648;f;88,Quai des Belges MAUBEUGE;59600;5;11;1990;Ou21mz5nPtyU
;Lampron;@teleworm.us;DenisLampron;0670906567;m;43,rue Léon Dierx LISIEUX;14100;1;25;1940;ZKmxPivgCnc1
;Lamothe;@jourrapide.com;MalagigiLamothe;0602698838;m;53,rue Clement Marot PIERREFITTE-SUR-SEINE;93380;5;26;1954;QdJ0XvT0ejKi
;Gendron;@teleworm.us;EdmeeGendron;0607995104;f;44,rue Marie de Médicis BIARRITZ;64200;2;28;1934;lbtQ4pEVxJWa
;Riquier;@jourrapide.com;AlbertineRiquier;0664572281;m;93,rue des Coudriers MULHOUSE;68200;6;26;1967;u0H6KqI7niF2
;CinqMars;@dayrep.com;JulieCinqMars;0633322535;f;64,rue Ernest Renan CHAUMONT;52000;5;7;1967;ELqaK4gzf7ZH
;Lacombe;@jourrapide.com;KarlottaLacombe;0615113000;m;91,quai Saint-Nicolas TOURS;37000;10;20;1968;1iDlrKjdkPv3
;Aupry;@jourrapide.com;AloinAupry;0695650882;f;82,cours Jean Jaures BORDEAUX;33300;2;19;1945;8TkjaOfr2Vbz
;Tougas;@rhyta.com;MarsiliusTougas;0617315679;f;88,Faubourg Saint Honoré PARIS;75020;7;27;1991;3X5kH10CUop2
;Bazinet;@armyspy.com;VincentBazinet;0658350856;f;55,Square de la Couronne OZOIR-LA-FERRIÈRE;77330;1;7;1946;YES2ujQMpt0C
;Bonnet;@rhyta.com;BrieBonnet;0679385496;m;69,avenue de Bouvines SÈTE;34200;1;6;1937;x5dN0CEjRyv8
;Desnoyer;@rhyta.com;AubinDesnoyer;0680813264;m;38,rue Reine Elisabeth MELUN;77000;12;25;1980;LBYHXIhg2sCp
;Couturier;@teleworm.us;CurtisCouturier;0642510530;f;41,rue des Lacs HÉNIN-BEAUMONT;62110;8;25;1947;WzoDRgN03vr1
;Quessy;@jourrapide.com;ThereseQuessy;0634447184;m;14,rue La Boétie PARIS;75016;9;8;1982;DgTM1y3j6l9J
;Bellemare;@dayrep.com;AdeleBellemare;0659996573;m;1,Rue du Palais ERMONT;95120;12;16;1924;APV9cXEyrCvd
;Michaud;@teleworm.us;BrigitteMichaud;0639090503;m;32,Rue de la Pompe MANTES-LA-JOLIE;78200;2;6;1966;XRgiqIs9UHOw
;Monjeau;@dayrep.com;JosepheMonjeau;0670083051;m;82,rue Grande Fusterie BRUAY-LA-BUISSIÈRE;62700;2;2;1955;vXST904xIGkA
;Boulanger;@teleworm.us;GayBoulanger;0686264067;m;50,rue Marie de Médicis BÉTHUNE;62400;7;14;1926;ro87Ic24mJFB
